"STATION","NAME","DATE","TMAX","TMIN"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-01-31","45","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-01","42","15"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-02","36","19"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-03","38","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-04","36","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-05","38","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-06","37","9"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-07","37","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-08","47","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-09","47","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-10","51","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-11","49","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-12","35","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-13","28","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-14","31","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-15","24","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-16","35","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-17","44","10"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-18","47","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-19","29","16"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-20","38","15"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-21","46","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-22","51","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-23","51","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-24","44","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-25","49","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-26","44","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-27","45","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-28","23","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-02-29","33","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-01","35","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-02","36","6"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-03","44","16"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-04","57","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-05","59","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-06","53","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-07","27","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-08","44","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-09","48","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-10","47","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-11","52","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-12","52","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-13","56","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-14","57","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-15","59","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-16","58","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-17","45","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-18","29","16"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-19","28","13"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-20","37","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-21","49","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-22","58","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-23","56","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-24","58","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-25","52","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-26","48","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-27","56","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-28","56","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-29","58","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-30","63","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-03-31","63","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-01","45","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-02","44","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-03","53","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-04","59","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-05","54","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-06","48","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-07","56","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-08","64","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-09","67","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-10","65","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-11","48","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-12","46","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-13","36","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-14","30","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-15","44","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-16","54","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-17","60","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-18","65","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-19","62","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-20","66","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-21","72","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-22","75","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-23","75","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-24","72","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-25","60","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-26","52","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-27","57","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-28","62","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-29","62","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-04-30","65","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-01","65","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-02","62","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-03","64","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-04","68","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-05","67","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-06","62","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-07","59","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-08","60","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-09","64","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-10","71","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-11","70","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-12","69","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-13","70","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-14","70","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-15","75","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-16","73","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-17","74","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-18","65","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-19","69","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-20","76","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-21","79","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-22","78","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-23","74","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-24","72","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-25","65","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-26","52","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-27","59","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-28","71","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-29","73","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-30","77","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-05-31","80","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-01","82","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-02","80","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-03","82","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-04","77","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-05","73","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-06","74","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-07","77","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-08","77","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-09","75","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-10","74","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-11","79","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-12","80","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-13","78","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-14","78","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-15","79","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-16","83","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-17","83","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-18","80","60"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-19","83","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-20","87","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-21","87","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-22","82","59"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-23","83","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-24","84","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-25","81","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-26","81","58"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-27","83","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-28","84","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-29","85","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-06-30","87","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-01","86","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-02","82","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-03","75","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-04","71","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-05","76","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-06","80","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-07","82","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-08","78","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-09","87","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-10","88","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-11","86","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-12","81","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-13","75","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-14","68","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-15","72","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-16","68","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-17","76","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-18","80","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-19","79","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-20","77","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-21","81","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-22","80","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-23","78","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-24","71","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-25","77","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-26","80","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-27","78","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-28","79","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-29","73","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-30","69","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-07-31","72","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-01","73","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-02","78","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-03","78","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-04","83","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-05","71","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-06","78","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-07","80","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-08","81","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-09","85","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-10","86","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-11","90","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-12","83","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-13","85","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-14","83","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-15","85","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-16","79","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-17","81","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-18","80","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-19","80","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-20","78","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-21","72","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-22","72","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-23","65","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-24","67","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-25","78","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-26","76","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-27","79","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-28","83","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-29","77","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-30","80","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-08-31","73","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-01","71","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-02","72","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-03","76","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-04","73","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-05","79","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-06","79","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-07","67","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-08","75","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-09","73","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-10","73","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-11","56","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-12","63","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-13","68","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-14","68","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-15","73","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-16","73","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-17","68","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-18","76","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-19","75","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-20","76","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-21","76","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-22","73","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-23","73","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-24","66","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-25","70","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-26","70","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-27","72","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-28","69","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-29","71","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-09-30","72","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-01","74","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-02","77","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-03","75","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-04","72","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-05","70","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-06","66","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-07","68","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-08","65","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-09","71","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-10","67","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-11","53","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-12","44","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-13","55","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-14","61","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-15","65","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-16","69","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-17","67","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-18","66","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-19","69","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-20","69","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-21","60","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-22","60","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-23","59","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-24","53","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-25","52","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-26","47","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-27","56","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-28","64","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-29","65","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-30","63","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-10-31","65","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-01","59","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-02","60","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-03","59","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-04","59","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-05","61","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-06","63","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-07","66","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-08","58","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-09","40","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-10","30","16"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-11","33","13"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-12","43","16"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-13","50","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-14","56","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-15","49","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-16","56","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-17","48","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-18","48","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-19","54","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-20","56","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-21","61","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-22","57","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-23","56","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-24","60","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-25","58","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-26","54","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-27","54","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-28","56","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-29","51","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-11-30","44","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-12-01","46","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-12-02","44","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-12-03","49","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-12-04","54","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2012-12-05","54","30"
