"STATION","NAME","DATE","TMAX","TMIN"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-12","64","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-13","68","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-14","74","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-15","71","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-16","74","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-17","65","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-18","64","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-19","63","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-20","71","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-21","75","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-22","77","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-23","77","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-24","77","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-25","74","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-26","72","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-27","65","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-28","52","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-29","56","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-09-30","59","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-01","54","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-02","42","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-03","46","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-04","57","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-05","60","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-06","64","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-07","69","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-08","67","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-09","69","34"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-10","70","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-11","62","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-12","62","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-13","67","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-14","62","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-15","66","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-16","67","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-17","50","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-18","55","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-19","59","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-20","59","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-21","61","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-22","43","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-23","51","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-24","48","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-25","52","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-26","42","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-27","38","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-28","42","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-29","44","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-30","45","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-10-31","49","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-01","46","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-02","49","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-03","42","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-04","46","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-05","49","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-06","57","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-07","51","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-08","38","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-09","43","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-10","43","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-11","41","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-12","45","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-13","50","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-14","43","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-15","43","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-16","43","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-17","48","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-18","45","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-19","56","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-20","56","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-21","59","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-22","59","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-23","49","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-24","47","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-25","34","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-26","38","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-27","42","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-28","47","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-29","51","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-11-30","39","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-01","35","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-02","38","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-03","37","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-04","44","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-05","44","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-06","45","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-07","39","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-08","40","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-09","42","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-10","41","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-11","40","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-12","38","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-14","36","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-15","40","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-16","36","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-17","28","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-18","24","13"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-19","34","11"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-20","30","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-21","29","9"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-22","26","3"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-23","18","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-24","23","2"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-25","29","4"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-26","37","5"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-29","19","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-30","27","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2002-12-31","30","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-03","37","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-04","52","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-05","52","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-06","40","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-07","47","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-08","41","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-11","40","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-12","46","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-13","26","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-19","38","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-20","39","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-22","45","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-23","44","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-01-24","29","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-05","35","19"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-06","46","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-07","55","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-08","57","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-09","60","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-10","59","22"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-11","62","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-12","61","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-13","66","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-14","55","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-15","45","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-16","34","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-17","35","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-18","35","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-19","39","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-20","48","19"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-21","53","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-22","57","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-23","42","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-24","51","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-25","54","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-26","58","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-27","47","21"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-28","42","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-29","47","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-30","58","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-03-31","61","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-01","60","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-02","43","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-03","39","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-04","45","12"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-05","34","15"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-06","46","9"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-07","47","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-08","56","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-09","63","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-10","62","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-11","62","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-12","58","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-13","55","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-14","52","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-15","34","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-16","56","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-17","49","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-18","45","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-19","48","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-20","54","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-21","50","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-22","37","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-23","35","23"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-24","55","24"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-25","57","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-26","60","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-27","61","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-28","56","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-29","53","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-04-30","50","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-01","55","27"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-02","59","32"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-03","49","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-04","47","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-05","51","30"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-06","55","28"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-07","49","35"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-08","43","31"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-09","43","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-10","55","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-11","64","26"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-12","69","29"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-13","63","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-14","63","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-15","66","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-16","74","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-17","73","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-18","70","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-19","72","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-20","76","36"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-21","77","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-22","78","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-23","77","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-24","77","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-25","76","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-26","78","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-27","85","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-28","84","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-29","82","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-30","79","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-05-31","73","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-01","81","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-02","80","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-03","79","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-04","81","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-05","78","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-06","76","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-07","79","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-08","79","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-09","76","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-10","72","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-11","73","33"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-12","73","37"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-13","75","38"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-14","81","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-15","83","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-16","81","41"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-17","82","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-18","78","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-19","77","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-20","69","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-21","73","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-22","73","45"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-23","70","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-24","67","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-25","74","39"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-26","80","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-27","84","40"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-28","83","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-29","88","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-06-30","83","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-01","79","47"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-02","81","42"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-03","84","43"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-04","90","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-05","87","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-06","85","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-07","85","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-08","88","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-09","94","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-10","94","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-11","94","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-12","92","59"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-13","91","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-14","91","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-15","86","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-16","88","64"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-17","88","59"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-18","88","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-19","83","57"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-20","86","59"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-21","86","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-22","90","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-23","86","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-24","83","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-25","78","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-26","82","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-27","81","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-28","78","52"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-29","75","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-30","81","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-07-31","75","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-01","72","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-02","73","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-03","78","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-04","83","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-05","83","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-06","81","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-07","72","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-08","80","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-09","82","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-10","86","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-11","89","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-12","84","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-13","87","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-14","83","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-15","71","49"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-16","62","46"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-17","73","44"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-18","82","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-19","81","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-20","75","51"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-21","76","53"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-22","77","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-23","68","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-24","77","50"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-25","84","48"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-26","80","54"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-27","65","55"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-28","71","60"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-29","62","62"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-30","59","56"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-08-31","79","79"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-09-12","75","66"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-09","36","17"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-10","39","18"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-11","27","14"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-12","36","19"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-13","44","25"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-14","41","20"
"USR0000ACAN","BRIGHT ANGEL ARIZONA, AZ US","2003-12-15","33","11"
